Regions;Votes Total;BE;CDS-PP;CDS-PP-MPT;CDS-PP-MPT-PPM;CDS-PP-PPD/PSD;Grupo de cidad‹os;MPT;PAN;PCP-PEV;PCTP/MRPP;PND;PNR;PPD/PSD;PPD/PSD-CDS-PP;PPD/PSD-CDS-PP-MPT;PPD/PSD-CDS-PP-MPT-PPM;PPD/PSD-CDS-PP-PPM;PPD/PSD-CDS-PP-PPM-MPT;PPD/PSD-MPT;PPD/PSD-MPT-PPM;PPD/PSD-PPM;PPD/PSD-PPM-MPT;PPM;PPM-PPV;PPM-PPV-PND;PPV;PS;PS-BE-PND-MPT-PTP-PAN;PS-PTP-PND-BE;PTP;Ranking;Voters Total;Voters Voting;Voters Abstention;Residents Total;Residents 0-14;Residents 15-64;Residents 65+;Population without Education;Population with High School;Companies Created;Average Monthly Income;Employees per Sector Total;Employees per Sector Agriculture;Employees per Sector Extraction Industries;Employees per Sector Transformation Industries;Employees per Sector Construction;Employees per Sector Gross and Retails Markets;Employees per Sector Administration and Services;Employees per Economic Sector Banks;Employees per Economic Sector Others;Companies Dissolved;Unemployment Total;Unemployment <25
Barrancos;1054.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;611.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;443.0;0.0;0.0;0.0;a>b>c>d>e;1437.0;1123.0;314.0;1775.0;238.0;1132.0;406.0;241.0;281.0;4.0;612.4;404.0;160.0;0.0;74.0;23.0;56.0;19.0;0.0;0.0;1.0;171.2;30.3
Beja;16387.0;0.0;0.0;0.0;0.0;0.0;750.0;0.0;0.0;7438.0;0.0;0.0;0.0;0.0;1064.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7135.0;0.0;0.0;0.0;a>b>c>d>e;30268.0;17132.0;13136.0;35172.0;5378.0;22422.0;7372.0;3598.0;5036.0;80.0;821.2;7945.0;1749.0;0.0;744.0;338.0;1799.0;406.0;118.0;25.0;51.0;2301.6;356.3
Castro Verde;3761.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2151.0;0.0;0.0;0.0;0.0;209.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1401.0;0.0;0.0;0.0;a>b>c>d>e;6547.0;3933.0;2614.0;7290.0;954.0;4669.0;1668.0;926.0;869.0;10.0;980.4;2139.0;222.0;0.0;0.0;118.0;301.0;52.0;19.0;0.0;6.0;398.9;64.9
Cuba;2975.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1747.0;0.0;0.0;0.0;0.0;84.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1144.0;0.0;0.0;0.0;a>b>c>d>e;3982.0;3081.0;901.0;4877.0;696.0;3019.0;1163.0;647.0;633.0;6.0;716.3;721.0;179.0;0.0;93.0;0.0;146.0;50.0;0.0;0.0;2.0;274.8;47.3
Ferreira do Alentejo;4203.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1429.0;0.0;0.0;0.0;0.0;424.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2350.0;0.0;0.0;0.0;a>b>c>d>e;7188.0;4405.0;2783.0;8209.0;999.0;5180.0;2030.0;1407.0;845.0;18.0;708.6;2131.0;1065.0;0.0;142.0;104.0;399.0;87.0;15.0;0.0;7.0;596.5;90.4
M_rtola;4773.0;0.0;0.0;0.0;0.0;0.0;171.0;0.0;0.0;2159.0;0.0;0.0;0.0;0.0;53.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2390.0;0.0;0.0;0.0;a>b>c>d>e;6820.0;4998.0;1822.0;6909.0;643.0;3902.0;2364.0;1524.0;692.0;8.0;672.8;1227.0;324.0;0.0;110.0;171.0;277.0;65.0;0.0;0.0;3.0;374.5;65.7
Moura;6917.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3089.0;0.0;0.0;0.0;0.0;761.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3067.0;0.0;0.0;0.0;a>b>c>d>e;13330.0;7201.0;6129.0;14717.0;2339.0;9122.0;3257.0;2449.0;1580.0;13.0;735.0;3076.0;1003.0;0.0;388.0;123.0;621.0;170.0;27.0;33.0;11.0;1528.6;225.8
Ourique;3407.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;461.0;0.0;0.0;0.0;0.0;732.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2214.0;0.0;0.0;0.0;a>b>c>d>e;4795.0;3571.0;1224.0;5183.0;513.0;3069.0;1602.0;1106.0;619.0;9.0;623.2;1136.0;257.0;0.0;161.0;0.0;354.0;57.0;0.0;0.0;5.0;321.0;41.7
Serpa;7405.0;237.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4040.0;0.0;0.0;0.0;389.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2739.0;0.0;0.0;0.0;a>b>c>d>e;13940.0;7774.0;6166.0;15421.0;1833.0;9712.0;3876.0;2791.0;1648.0;22.0;666.5;2864.0;934.0;0.0;309.0;244.0;695.0;101.0;20.0;20.0;5.0;1182.2;156.6
Vidigueira;3107.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1656.0;0.0;0.0;0.0;0.0;248.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1203.0;0.0;0.0;0.0;a>b>c>d>e;5083.0;3267.0;1816.0;5821.0;858.0;3589.0;1374.0;877.0;714.0;13.0;726.9;1277.0;523.0;0.0;179.0;0.0;246.0;43.0;8.0;0.0;2.0;391.8;59.1
Almeirim;9584.0;0.0;0.0;0.0;0.0;0.0;1313.0;0.0;0.0;1162.0;0.0;0.0;0.0;0.0;0.0;1162.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5947.0;0.0;0.0;0.0;a>b>c>d>e;20068.0;10096.0;9972.0;23469.0;3572.0;14614.0;5283.0;2907.0;2809.0;53.0;715.9;5672.0;1825.0;0.0;410.0;592.0;1398.0;266.0;54.0;24.0;21.0;1470.6;155.8
Alpiarça;3742.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2139.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;755.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;848.0;0.0;0.0;0.0;a>b>c>d>e;6520.0;3990.0;2530.0;7561.0;1103.0;4551.0;1908.0;1004.0;850.0;10.0;750.2;1860.0;654.0;0.0;408.0;114.0;329.0;71.0;0.0;0.0;5.0;456.1;52.9
Azambuja;8660.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2417.0;0.0;0.0;0.0;0.0;0.0;0.0;2262.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3981.0;0.0;0.0;0.0;a>b>c>d>e;17611.0;9494.0;8117.0;22392.0;3159.0;14664.0;4569.0;2301.0;2914.0;43.0;925.4;5796.0;521.0;0.0;1740.0;332.0;1007.0;238.0;28.0;28.0;46.0;1175.0;143.7
Benavente;8543.0;0.0;310.0;0.0;0.0;0.0;0.0;0.0;0.0;4818.0;0.0;0.0;0.0;1620.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1795.0;0.0;0.0;0.0;b>a>c>d>e;22965.0;9399.0;13566.0;29796.0;5277.0;19704.0;4815.0;2341.0;4237.0;86.0;833.3;8946.0;707.0;0.0;2613.0;538.0;1724.0;1275.0;73.0;16.0;48.0;2102.1;257.8
Cartaxo;10629.0;313.0;118.0;0.0;0.0;0.0;2821.0;0.0;0.0;1032.0;0.0;0.0;0.0;2212.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4133.0;0.0;0.0;0.0;a>b>c>d>e;20884.0;11347.0;9537.0;24492.0;3502.0;15782.0;5208.0;2083.0;3433.0;36.0;783.4;5106.0;521.0;0.0;1083.0;323.0;1238.0;489.0;55.0;18.0;24.0;1355.9;131.3
Chamusca;5076.0;184.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1721.0;0.0;0.0;0.0;0.0;1376.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1795.0;0.0;0.0;0.0;a>b>c>d>e;8760.0;5375.0;3385.0;9924.0;1156.0;6020.0;2749.0;1565.0;927.0;18.0;738.7;2162.0;626.0;18.0;309.0;242.0;350.0;98.0;14.0;21.0;2.0;516.3;63.4
Coruche;9539.0;149.0;287.0;0.0;0.0;0.0;0.0;0.0;0.0;2572.0;0.0;0.0;0.0;1171.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5360.0;0.0;0.0;0.0;b>a>c>d>e;17649.0;9968.0;7681.0;19357.0;2285.0;11414.0;5659.0;3667.0;2058.0;31.0;804.7;4275.0;1156.0;0.0;477.0;381.0;875.0;204.0;34.0;0.0;20.0;1162.8;131.8
Goleg‹;3234.0;0.0;0.0;0.0;0.0;0.0;1168.0;0.0;0.0;252.0;0.0;0.0;0.0;0.0;510.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1304.0;0.0;0.0;0.0;a>b>c>d>e;5158.0;3389.0;1769.0;5578.0;707.0;3474.0;1397.0;615.0;684.0;9.0;736.3;1334.0;325.0;0.0;0.0;99.0;272.0;56.0;0.0;0.0;2.0;249.2;36.7
Rio Maior;9878.0;249.0;0.0;0.0;0.0;0.0;741.0;0.0;0.0;1616.0;0.0;0.0;0.0;0.0;5190.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2082.0;0.0;0.0;0.0;a>b>c>d>e;18230.0;10609.0;7621.0;21087.0;3040.0;13563.0;4484.0;2253.0;2736.0;26.0;755.2;6468.0;652.0;108.0;2315.0;469.0;1142.0;233.0;48.0;10.0;26.0;1069.2;130.0
Salvaterra de Magos;8006.0;2329.0;0.0;0.0;0.0;0.0;928.0;0.0;0.0;978.0;0.0;0.0;0.0;0.0;943.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2828.0;0.0;0.0;0.0;a>b>c>d>e;18894.0;8634.0;10260.0;22193.0;3151.0;14080.0;4963.0;3248.0;2705.0;38.0;750.9;4054.0;677.0;0.0;508.0;408.0;1222.0;215.0;26.0;38.0;18.0;1680.5;206.3
Santar_m;25630.0;797.0;717.0;0.0;0.0;0.0;1086.0;0.0;0.0;2872.0;0.0;0.0;0.0;11196.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8962.0;0.0;0.0;0.0;a>b>c>d>e;53418.0;27774.0;25644.0;60740.0;8654.0;38048.0;14039.0;5821.0;8656.0;162.0;803.9;15886.0;1298.0;250.0;3230.0;874.0;3447.0;1636.0;194.0;30.0;64.0;3364.1;390.7
Alter do Ch‹o;2023.0;0.0;108.0;0.0;0.0;0.0;0.0;0.0;0.0;291.0;0.0;0.0;0.0;861.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;763.0;0.0;0.0;0.0;b>a>c>d>e;3081.0;2132.0;949.0;3482.0;388.0;2027.0;1067.0;640.0;398.0;5.0;678.8;715.0;167.0;0.0;53.0;41.0;105.0;27.0;0.0;0.0;1.0;214.8;45.2
Arronches;2166.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;74.0;0.0;0.0;0.0;1154.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;938.0;0.0;0.0;0.0;a>b>c>d>e;2751.0;2239.0;512.0;3112.0;268.0;1853.0;992.0;644.0;331.0;3.0;661.7;485.0;168.0;0.0;34.0;91.0;74.0;15.0;0.0;0.0;0.0;140.3;35.6
Avis;2635.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1418.0;0.0;0.0;0.0;373.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;844.0;0.0;0.0;0.0;a>b>c>d>e;3823.0;2778.0;1045.0;4517.0;442.0;2769.0;1307.0;847.0;473.0;3.0;682.4;890.0;274.0;0.0;211.0;33.0;137.0;27.0;0.0;0.0;0.0;271.9;55.0
Campo Maior;5287.0;39.0;0.0;0.0;0.0;0.0;0.0;1430.0;0.0;320.0;0.0;0.0;0.0;89.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3409.0;0.0;0.0;0.0;a>b>c>d>e;7540.0;5431.0;2109.0;8377.0;1313.0;5327.0;1738.0;1154.0;1125.0;12.0;1024.0;3401.0;300.0;0.0;633.0;67.0;1666.0;64.0;15.0;0.0;0.0;605.5;104.6
Castelo de Vide;2107.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;97.0;0.0;0.0;0.0;1305.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;705.0;0.0;0.0;0.0;a>b>c>d>e;2973.0;2204.0;769.0;3273.0;327.0;1974.0;972.0;578.0;394.0;6.0;676.9;491.0;96.0;0.0;37.0;37.0;125.0;21.0;0.0;0.0;3.0;160.3;28.3
Crato;2440.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;947.0;0.0;0.0;0.0;432.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1061.0;0.0;0.0;0.0;a>b>c>d>e;3341.0;2525.0;816.0;3558.0;343.0;2058.0;1158.0;703.0;312.0;5.0;641.3;630.0;133.0;3.0;91.0;0.0;121.0;26.0;0.0;0.0;0.0;197.2;29.0
Elvas;9106.0;176.0;1124.0;0.0;0.0;0.0;0.0;0.0;0.0;461.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;686.0;0.0;0.0;0.0;0.0;0.0;6659.0;0.0;0.0;0.0;b>a>c>d>e;20009.0;9611.0;10398.0;22406.0;3268.0;14108.0;5030.0;2652.0;3175.0;60.0;699.6;4481.0;985.0;12.0;257.0;333.0;1146.0;206.0;61.0;15.0;14.0;1840.1;359.6
Fronteira;2072.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;144.0;0.0;0.0;0.0;1449.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;466.0;0.0;0.0;0.0;b>a>c>d>e;2899.0;2171.0;728.0;3259.0;407.0;1983.0;869.0;590.0;371.0;4.0;680.3;689.0;266.0;0.0;65.0;0.0;128.0;31.0;0.0;0.0;1.0;222.0;37.9
Gavi‹o;2502.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;310.0;0.0;0.0;0.0;858.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1334.0;0.0;0.0;0.0;a>b>c>d>e;3772.0;2622.0;1150.0;3925.0;325.0;2118.0;1482.0;814.0;303.0;7.0;660.6;458.0;65.0;0.0;77.0;79.0;100.0;9.0;0.0;0.0;5.0;217.4;42.3
Marv‹o;2130.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;60.0;0.0;0.0;0.0;1375.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;671.0;0.0;0.0;0.0;b>a>c>d>e;3072.0;2233.0;839.0;3402.0;348.0;1977.0;1078.0;667.0;336.0;8.0;622.9;593.0;135.0;0.0;0.0;80.0;107.0;16.0;0.0;0.0;2.0;153.8;25.4
Monforte;1952.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;952.0;0.0;0.0;0.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;819.0;0.0;0.0;0.0;a>b>c>d>e;2818.0;2032.0;786.0;3249.0;468.0;1929.0;853.0;678.0;327.0;5.0;735.8;544.0;161.0;0.0;63.0;31.0;164.0;20.0;0.0;0.0;0.0;230.5;54.7
Nisa;4283.0;0.0;0.0;0.0;0.0;0.0;148.0;0.0;0.0;1434.0;0.0;0.0;0.0;0.0;1146.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1555.0;0.0;0.0;0.0;a>b>c>d>e;6715.0;4541.0;2174.0;7091.0;682.0;3877.0;2532.0;1419.0;729.0;14.0;659.6;1218.0;210.0;0.0;178.0;135.0;320.0;49.0;12.0;0.0;7.0;377.6;51.1
Ponte de Sor;8524.0;332.0;330.0;0.0;0.0;0.0;0.0;0.0;0.0;1886.0;0.0;0.0;0.0;794.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5182.0;0.0;0.0;0.0;a>b>c>d>e;14893.0;8903.0;5990.0;16275.0;2040.0;10100.0;4136.0;2696.0;1964.0;23.0;750.0;3546.0;660.0;0.0;751.0;408.0;800.0;111.0;34.0;13.0;7.0;1271.7;163.5
Portalegre;12381.0;111.0;0.0;0.0;0.0;0.0;5514.0;0.0;0.0;2275.0;0.0;0.0;0.0;0.0;1377.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3104.0;0.0;0.0;0.0;a>b>c>d>e;21668.0;12991.0;8677.0;24073.0;3164.0;15089.0;5820.0;2767.0;3304.0;52.0;769.8;5556.0;442.0;0.0;1126.0;283.0;1407.0;292.0;66.0;0.0;26.0;1484.8;246.5
Sousel;2920.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;637.0;0.0;0.0;0.0;1425.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;858.0;0.0;0.0;0.0;a>b>c>d>e;4369.0;3079.0;1290.0;4904.0;571.0;2846.0;1487.0;895.0;515.0;18.0;626.9;1248.0;401.0;0.0;185.0;81.0;281.0;38.0;12.0;21.0;4.0;263.8;48.9
Alandroal;3911.0;57.0;0.0;0.0;0.0;0.0;838.0;0.0;0.0;2172.0;0.0;0.0;0.0;146.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;698.0;0.0;0.0;0.0;a>b>c>d>e;5174.0;3993.0;1181.0;5634.0;611.0;3340.0;1683.0;1050.0;518.0;8.0;693.5;927.0;356.0;16.0;106.0;94.0;126.0;49.0;0.0;0.0;8.0;338.6;53.4
Arraiolos;3821.0;0.0;49.0;0.0;0.0;0.0;0.0;0.0;0.0;2215.0;0.0;0.0;0.0;190.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1367.0;0.0;0.0;0.0;b>a>c>d>e;6237.0;4047.0;2190.0;7322.0;882.0;4514.0;1926.0;1106.0;916.0;24.0;747.9;1683.0;339.0;0.0;379.0;123.0;308.0;56.0;13.0;0.0;6.0;392.3;63.1
Borba;4307.0;0.0;0.0;0.0;0.0;0.0;1642.0;0.0;0.0;791.0;0.0;0.0;0.0;831.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1043.0;0.0;0.0;0.0;a>b>c>d>e;6349.0;4479.0;1870.0;7238.0;840.0;4488.0;1910.0;1243.0;929.0;9.0;744.7;1457.0;317.0;42.0;290.0;73.0;304.0;65.0;17.0;0.0;1.0;474.3;64.3
Estremoz;7079.0;0.0;100.0;0.0;0.0;0.0;3848.0;0.0;0.0;634.0;0.0;0.0;0.0;384.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2113.0;0.0;0.0;0.0;b>a>c>d>e;12477.0;7494.0;4983.0;13842.0;1546.0;8344.0;3953.0;2244.0;1978.0;31.0;714.3;3476.0;676.0;0.0;494.0;218.0;876.0;193.0;34.0;19.0;16.0;868.7;163.6
ƒvora;22419.0;934.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11776.0;0.0;0.0;0.0;0.0;3510.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6199.0;0.0;0.0;0.0;a>b>c>d>e;48072.0;23885.0;24187.0;55339.0;7925.0;35990.0;11424.0;4684.0;9078.0;156.0;853.1;16424.0;1381.0;0.0;3484.0;1013.0;3144.0;1236.0;204.0;23.0;70.0;3838.9;544.3
Montemor-o-Novo;8611.0;0.0;401.0;0.0;0.0;0.0;0.0;0.0;0.0;4740.0;0.0;0.0;0.0;585.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2885.0;0.0;0.0;0.0;b>a>c>d>e;15080.0;9028.0;6052.0;16962.0;1947.0;10202.0;4813.0;2901.0;2081.0;31.0;728.5;4038.0;944.0;0.0;472.0;359.0;846.0;293.0;43.0;15.0;30.0;795.8;119.7
Mora;2677.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1917.0;0.0;0.0;0.0;0.0;241.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;519.0;0.0;0.0;0.0;a>b>c>d>e;4648.0;2833.0;1815.0;4737.0;491.0;2776.0;1471.0;960.0;453.0;7.0;677.8;967.0;219.0;0.0;186.0;50.0;220.0;39.0;0.0;13.0;3.0;254.2;38.4
Mour‹o;1736.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;156.0;0.0;0.0;0.0;0.0;743.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;837.0;0.0;0.0;0.0;a>b>c>d>e;2389.0;1799.0;590.0;2612.0;390.0;1640.0;582.0;434.0;280.0;2.0;657.8;418.0;159.0;0.0;62.0;22.0;38.0;27.0;0.0;0.0;2.0;231.2;45.0
Portel;3889.0;0.0;0.0;0.0;0.0;73.0;0.0;0.0;0.0;1224.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2592.0;0.0;0.0;0.0;e>a>b>c>d;5624.0;4008.0;1616.0;6317.0;796.0;3813.0;1708.0;1080.0;668.0;12.0;726.3;1183.0;365.0;0.0;132.0;136.0;147.0;148.0;0.0;0.0;6.0;463.8;72.1
Redondo;3470.0;0.0;0.0;0.0;0.0;267.0;1930.0;0.0;0.0;503.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;770.0;0.0;0.0;0.0;e>a>b>c>d;6131.0;3608.0;2523.0;6882.0;908.0;4298.0;1677.0;1078.0;751.0;10.0;683.6;1444.0;473.0;0.0;181.0;145.0;285.0;81.0;19.0;0.0;2.0;483.8;66.3
Reguengos de Monsaraz;4524.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;787.0;0.0;0.0;0.0;0.0;447.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3290.0;0.0;0.0;0.0;a>b>c>d>e;9213.0;4835.0;4378.0;10673.0;1477.0;6628.0;2569.0;1622.0;1345.0;29.0;726.9;2553.0;695.0;0.0;469.0;203.0;446.0;109.0;25.0;0.0;6.0;826.6;117.9
Vendas Novas;5175.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2151.0;0.0;0.0;0.0;641.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2383.0;0.0;0.0;0.0;a>b>c>d>e;10313.0;5506.0;4807.0;11816.0;1576.0;7152.0;3088.0;1489.0;1511.0;28.0;805.3;3203.0;368.0;0.0;1111.0;205.0;613.0;102.0;47.0;0.0;10.0;514.2;80.8
Viana do Alentejo;2983.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;962.0;0.0;0.0;0.0;145.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1876.0;0.0;0.0;0.0;a>b>c>d>e;4888.0;3105.0;1783.0;5569.0;758.0;3501.0;1310.0;933.0;689.0;8.0;691.8;1010.0;264.0;0.0;0.0;87.0;235.0;108.0;13.0;0.0;5.0;305.9;40.0
Vila Viçosa;4722.0;0.0;0.0;0.0;0.0;0.0;959.0;0.0;0.0;2125.0;0.0;0.0;0.0;0.0;443.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1195.0;0.0;0.0;0.0;a>b>c>d>e;7278.0;4892.0;2386.0;8213.0;1021.0;5347.0;1846.0;1082.0;1156.0;21.0;827.1;2078.0;108.0;283.0;613.0;85.0;418.0;59.0;17.0;9.0;7.0;442.0;81.7
Albufeira;12329.0;0.0;0.0;0.0;347.0;0.0;1534.0;0.0;0.0;1317.0;0.0;0.0;0.0;4847.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4284.0;0.0;0.0;0.0;d>a>b>c>e;32890.0;13488.0;19402.0;40119.0;6752.0;27421.0;5946.0;3083.0;7354.0;197.0;760.0;15796.0;313.0;0.0;430.0;1178.0;2652.0;1565.0;141.0;39.0;185.0;3353.4;327.5
Alcoutim;2051.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;54.0;0.0;0.0;0.0;906.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1091.0;0.0;0.0;0.0;a>b>c>d>e;2833.0;2145.0;688.0;2677.0;197.0;1297.0;1184.0;760.0;237.0;7.0;655.7;449.0;109.0;0.0;59.0;48.0;77.0;31.0;0.0;0.0;3.0;83.5;10.5
Aljezur;2446.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;373.0;0.0;0.0;0.0;422.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1651.0;0.0;0.0;0.0;a>b>c>d>e;4357.0;2628.0;1729.0;5699.0;748.0;3212.0;1739.0;980.0;969.0;19.0;679.5;1230.0;171.0;0.0;58.0;179.0;270.0;59.0;8.0;0.0;20.0;301.0;32.5
Castro Marim;3775.0;80.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;116.0;0.0;0.0;0.0;1863.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1692.0;0.0;0.0;0.0;a>b>c>d>e;5935.0;3928.0;2007.0;6566.0;796.0;3975.0;1795.0;971.0;807.0;16.0;685.3;1202.0;87.0;0.0;69.0;132.0;256.0;95.0;0.0;0.0;15.0;445.7;59.4
