Concelho;Total;BE;CDS-PP;CDS-PP-MPT;CDS-PP-MPT-PPM;CDS-PP-PPD/PSD;Grupo de cid;MPT;PAN;PCP-PEV;PCTP/MRPP;PND;PNR;PPD/PSD;PPD/PSD-CDS-PP;PPD/PSD-CDS-PP-MPT;PPD/PSD-CDS-PP-MPT-PPM;PPD/PSD-CDS-PP-PPM;PPD/PSD-CDS-PP-PPM-MPT;PPD/PSD-MPT;PPD/PSD-MPT-PPM;PPD/PSD-PPM;PPD/PSD-PPM-MPT;PPM;PPM-PPV;PPM-PPV-PND;PPV;PS;PS-BE-PND-MPT-PTP-PAN;PS-PTP-PND-BE;PTP;Total;Protec da qualidade do ar e clima;Gest de aguas residuais;Gestao de residuos;Protecao e recuperacao dos solos, de aguas subterraneas e superficiais;Protecao contra o ruido e vibracoes;Protecao da biodiversidade e paisagem;Outros dominios;Habitao;Outros fins;Total Custos;Violncia domstica contra cnjuge ou analogos;Furto em veiculo motorizado;Furto em residencia;Furto em edificio comercial ou industrial
Pinhel;6106.0;0.0;531.0;0.0;0.0;0.0;0.0;0.0;0.0;127.0;0.0;0.0;0.0;3542.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1906.0;0.0;0.0;0.0;b>a>c>d>e;45.2;0.0;0.0;31.8;0.0;0.0;13.4;43640.0;23611.0;20029.0;235.0;8.0;0.0;6.0
Sabugal;8125.0;0.0;382.0;0.0;0.0;0.0;0.0;0.0;0.0;152.0;0.0;0.0;0.0;3944.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3405.0;0.0;0.0;242.0;b>a>c>d>e;65.3;0.0;0.0;43.1;0.0;0.0;22.3;57526.0;32935.0;24591.0;254.0;7.0;0.0;28.0
Seia;12839.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1014.0;0.0;0.0;0.0;0.0;4042.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7783.0;0.0;0.0;0.0;a>b>c>d>e;71.3;0.5;0.0;38.0;0.0;0.0;32.6;205555.0;117050.0;88505.0;800.0;51.0;23.0;33.0
Trancoso;6461.0;0.0;127.0;0.0;0.0;0.0;0.0;0.0;0.0;87.0;0.0;0.0;0.0;2513.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3734.0;0.0;0.0;0.0;b>a>c>d>e;37.5;0.0;0.0;37.4;0.0;0.1;0.0;68300.0;43472.0;24828.0;292.0;22.0;7.0;12.0
Alcochete;6583.0;0.0;975.0;0.0;0.0;0.0;0.0;0.0;0.0;3830.0;0.0;0.0;0.0;575.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1203.0;0.0;0.0;0.0;b>a>c>d>e;27.2;0.0;0.0;25.3;0.0;0.0;1.9;217510.0;154822.0;62687.0;588.0;39.0;72.0;28.0
Almada;55294.0;3250.0;1502.0;0.0;0.0;0.0;0.0;0.0;1408.0;23466.0;1332.0;0.0;0.0;8440.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15586.0;0.0;0.0;310.0;a>b>c>d>e;60.2;0.3;0.0;43.8;0.0;0.0;6.3;2928529.0;1823191.0;1105338.0;7200.0;416.0;750.0;726.0
Amadora;54199.0;3231.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11459.0;910.0;0.0;0.0;0.0;10797.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27203.0;0.0;0.0;599.0;a>b>c>d>e;35.4;0.0;0.0;33.9;0.0;0.5;0.4;2172684.0;1350519.0;822165.0;7246.0;275.0;590.0;166.0
Barreiro;29507.0;1961.0;413.0;0.0;0.0;0.0;0.0;0.0;0.0;14380.0;1028.0;0.0;0.0;2848.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8877.0;0.0;0.0;0.0;a>b>c>d>e;50.2;0.0;0.0;43.8;0.0;0.0;0.0;897171.0;634990.0;262181.0;3341.0;214.0;172.0;191.0
Cascais;59598.0;2997.0;0.0;0.0;0.0;0.0;4985.0;0.0;0.0;7366.0;576.0;0.0;0.0;0.0;28004.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;629.0;0.0;14140.0;0.0;0.0;901.0;a>b>c>d>e;134.4;0.8;0.0;121.9;0.0;0.0;10.3;3092899.0;1783893.0;1309007.0;6809.0;450.0;927.0;591.0
Lisboa;212890.0;10533.0;0.0;0.0;0.0;0.0;0.0;0.0;5227.0;22519.0;2378.0;0.0;1182.0;0.0;0.0;51156.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2814.0;0.0;116425.0;0.0;0.0;656.0;a>b>c>d>e;137.9;0.0;0.0;88.0;0.0;0.7;48.8;93473115.0;15788252.0;77684863.0;36903.0;1464.0;3579.0;1027.0
Loures;75916.0;2594.0;2522.0;0.0;0.0;0.0;0.0;0.0;0.0;28572.0;2387.0;0.0;542.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13164.0;0.0;0.0;0.0;0.0;0.0;0.0;25699.0;0.0;0.0;436.0;a>b>c>d>e;36.8;0.8;0.0;23.3;0.0;0.2;8.7;2157074.0;1255195.0;901879.0;7270.0;654.0;540.0;288.0
Mafra;26836.0;0.0;0.0;0.0;1194.0;0.0;0.0;0.0;0.0;3514.0;0.0;0.0;0.0;14049.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8079.0;0.0;0.0;0.0;d>a>b>c>e;51.5;0.0;0.0;34.7;0.0;0.0;7.2;946675.0;685891.0;260783.0;2196.0;94.0;284.0;205.0
Moita;22274.0;2022.0;470.0;0.0;0.0;0.0;0.0;0.0;568.0;10918.0;660.0;0.0;0.0;1483.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5947.0;0.0;0.0;206.0;a>b>c>d>e;18.5;0.0;0.0;16.1;0.0;0.0;1.9;587262.0;428089.0;159173.0;2619.0;201.0;192.0;160.0
Montijo;15185.0;1085.0;479.0;0.0;0.0;0.0;0.0;0.0;0.0;4300.0;427.0;0.0;0.0;4168.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4726.0;0.0;0.0;0.0;a>b>c>d>e;74.3;0.0;0.0;72.2;0.0;0.0;2.1;837269.0;494678.0;342591.0;2188.0;93.0;124.0;96.0
Odivelas;47698.0;2632.0;0.0;0.0;2179.0;0.0;0.0;0.0;0.0;11196.0;750.0;0.0;0.0;9726.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20821.0;0.0;0.0;394.0;a>d>b>c>e;15.8;0.0;0.0;9.4;0.0;0.2;6.1;1397567.0;1055005.0;342561.0;3742.0;332.0;420.0;188.0
Oeiras;62847.0;2554.0;2631.0;0.0;0.0;0.0;23071.0;0.0;1841.0;6309.0;402.0;0.0;0.0;13215.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12638.0;0.0;0.0;186.0;b>a>c>d>e;46.2;0.0;0.0;45.2;0.0;0.0;0.0;29702768.0;4538622.0;25164146.0;5231.0;483.0;454.0;190.0
Palmela;17953.0;1047.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9255.0;0.0;0.0;0.0;0.0;2252.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5010.0;0.0;0.0;389.0;a>b>c>d>e;56.5;0.0;0.0;50.9;0.0;0.0;5.6;595390.0;430920.0;164470.0;3192.0;119.0;133.0;340.0
Seixal;47066.0;3439.0;1438.0;0.0;0.0;0.0;0.0;0.0;0.0;22658.0;717.0;0.0;0.0;5611.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12409.0;0.0;0.0;794.0;a>b>c>d>e;44.9;0.0;0.0;37.2;0.0;0.0;6.6;1405081.0;1075954.0;329128.0;5102.0;389.0;325.0;324.0
Sesimbra;14144.0;860.0;0.0;0.0;0.0;0.0;1349.0;0.0;454.0;6536.0;0.0;0.0;0.0;0.0;1523.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3422.0;0.0;0.0;0.0;a>b>c>d>e;96.6;0.0;0.0;73.5;0.0;0.0;16.9;486622.0;351596.0;135026.0;2387.0;184.0;237.0;219.0
Set•À_bal;36919.0;2267.0;0.0;0.0;0.0;0.0;0.0;0.0;1132.0;16801.0;986.0;0.0;0.0;0.0;5150.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10583.0;0.0;0.0;0.0;a>b>c>d>e;39.0;0.0;0.0;17.5;0.0;0.0;21.4;1882947.0;1004594.0;878353.0;5005.0;260.0;419.0;318.0
Sintra;111725.0;5552.0;0.0;0.0;0.0;0.0;33991.0;0.0;2371.0;15362.0;2500.0;1272.0;748.0;0.0;0.0;16945.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32984.0;0.0;0.0;0.0;a>b>c>d>e;73.1;0.0;0.0;65.8;0.0;0.0;5.2;3902386.0;2755891.0;1146495.0;11495.0;487.0;1315.0;557.0
Vila Franca de Xira;44384.0;2801.0;1530.0;0.0;0.0;0.0;0.0;0.0;0.0;14957.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6640.0;0.0;0.0;0.0;0.0;0.0;0.0;18456.0;0.0;0.0;0.0;a>b>c>d>e;17.4;0.0;0.0;17.4;0.0;0.0;0.0;2110895.0;1394438.0;716457.0;3795.0;322.0;298.0;117.0
Alc•À_cer do Sal;6423.0;200.0;157.0;0.0;0.0;0.0;0.0;0.0;0.0;3624.0;0.0;0.0;0.0;222.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2220.0;0.0;0.0;0.0;a>b>c>d>e;52.6;0.0;0.0;52.6;0.0;0.0;0.0;132160.0;66464.0;65696.0;390.0;17.0;29.0;18.0
Gr•À_ndola;7854.0;88.0;0.0;0.0;0.0;0.0;3042.0;0.0;0.0;2806.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1918.0;0.0;0.0;0.0;a>b>c>d>e;75.1;0.0;0.0;50.2;0.0;0.0;23.8;149129.0;90227.0;58901.0;735.0;27.0;71.0;88.0
Odemira;12409.0;416.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3893.0;0.0;0.0;0.0;0.0;1333.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6767.0;0.0;0.0;0.0;a>b>c>d>e;41.9;0.0;0.0;41.9;0.0;0.0;0.0;236743.0;106956.0;129787.0;863.0;39.0;54.0;70.0
Santiago do Cac•À_m;12026.0;475.0;276.0;0.0;0.0;0.0;0.0;0.0;0.0;5930.0;0.0;0.0;0.0;1879.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3466.0;0.0;0.0;0.0;a>b>c>d>e;65.6;0.0;0.0;62.4;0.0;0.0;3.2;396874.0;222248.0;174626.0;722.0;44.0;28.0;32.0
Sines;6570.0;0.0;94.0;0.0;0.0;0.0;1572.0;0.0;0.0;1084.0;0.0;0.0;0.0;278.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3542.0;0.0;0.0;0.0;b>a>c>d>e;69.5;0.0;0.0;62.9;0.0;0.0;6.5;296782.0;180768.0;116014.0;599.0;38.0;47.0;29.0
Aljustrel;6156.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2431.0;0.0;0.0;0.0;0.0;78.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3647.0;0.0;0.0;0.0;a>b>c>d>e;48.3;0.0;0.0;48.3;0.0;0.0;0.0;94716.0;52180.0;42535.0;239.0;18.0;5.0;0.0
Almod•À_var;4823.0;51.0;0.0;0.0;0.0;0.0;1544.0;0.0;0.0;110.0;0.0;0.0;0.0;1357.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1761.0;0.0;0.0;0.0;a>b>c>d>e;69.9;0.0;0.0;40.7;0.0;0.0;29.2;78299.0;55530.0;22769.0;167.0;6.0;4.0;5.0
Alvito;1352.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;640.0;0.0;0.0;0.0;0.0;271.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;441.0;0.0;0.0;0.0;a>b>c>d>e;16.9;0.0;0.0;16.9;0.0;0.0;0.0;0.0;0.0;0.0;60.0;3.0;0.0;0.0
Barrancos;1054.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;611.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;443.0;0.0;0.0;0.0;a>b>c>d>e;145.4;0.0;0.0;23.1;0.0;0.0;121.1;0.0;0.0;0.0;60.0;3.0;0.0;0.0
Beja;16387.0;0.0;0.0;0.0;0.0;0.0;750.0;0.0;0.0;7438.0;0.0;0.0;0.0;0.0;1064.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7135.0;0.0;0.0;0.0;a>b>c>d>e;62.5;0.0;0.0;59.3;0.0;0.0;3.2;674885.0;340888.0;333997.0;1034.0;61.0;38.0;24.0
Castro Verde;3761.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2151.0;0.0;0.0;0.0;0.0;209.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1401.0;0.0;0.0;0.0;a>b>c>d>e;55.7;0.0;0.0;44.2;0.0;0.0;11.5;74124.0;50434.0;23691.0;148.0;15.0;11.0;4.0
Cuba;2975.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1747.0;0.0;0.0;0.0;0.0;84.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1144.0;0.0;0.0;0.0;a>b>c>d>e;54.7;0.0;0.0;46.1;0.0;0.0;8.6;30177.0;19939.0;10238.0;162.0;8.0;3.0;13.0
Ferreira do Alentejo;4203.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1429.0;0.0;0.0;0.0;0.0;424.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2350.0;0.0;0.0;0.0;a>b>c>d>e;71.1;0.0;0.0;59.3;0.0;0.0;7.7;69282.0;35789.0;33493.0;280.0;16.0;9.0;27.0
M•À_rtola;4773.0;0.0;0.0;0.0;0.0;0.0;171.0;0.0;0.0;2159.0;0.0;0.0;0.0;0.0;53.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2390.0;0.0;0.0;0.0;a>b>c>d>e;100.6;0.0;0.0;100.6;0.0;0.0;0.0;41385.0;29667.0;11719.0;184.0;7.0;11.0;7.0
Moura;6917.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3089.0;0.0;0.0;0.0;0.0;761.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3067.0;0.0;0.0;0.0;a>b>c>d>e;76.7;0.0;0.0;67.8;0.0;0.0;8.9;154484.0;99316.0;55169.0;437.0;33.0;31.0;15.0
Ourique;3407.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;461.0;0.0;0.0;0.0;0.0;732.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2214.0;0.0;0.0;0.0;a>b>c>d>e;40.9;0.0;0.0;22.6;0.0;0.6;17.8;51504.0;25433.0;26071.0;208.0;8.0;10.0;15.0
Serpa;7405.0;237.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4040.0;0.0;0.0;0.0;389.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2739.0;0.0;0.0;0.0;a>b>c>d>e;61.0;0.0;0.0;61.0;0.0;0.0;0.0;132165.0;59335.0;72831.0;353.0;21.0;12.0;23.0
Vidigueira;3107.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1656.0;0.0;0.0;0.0;0.0;248.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1203.0;0.0;0.0;0.0;a>b>c>d>e;79.5;0.0;0.0;46.4;0.0;0.0;33.3;69793.0;32067.0;37726.0;304.0;13.0;4.0;12.0
Almeirim;9584.0;0.0;0.0;0.0;0.0;0.0;1313.0;0.0;0.0;1162.0;0.0;0.0;0.0;0.0;0.0;1162.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5947.0;0.0;0.0;0.0;a>b>c>d>e;26.0;0.0;0.0;26.0;0.0;0.0;0.0;300957.0;195592.0;105365.0;879.0;19.0;46.0;55.0
Alpiar•À_a;3742.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2139.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;755.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;848.0;0.0;0.0;0.0;a>b>c>d>e;125.6;0.0;0.0;56.9;0.0;0.0;68.8;38167.0;25673.0;12495.0;239.0;13.0;15.0;27.0
Azambuja;8660.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2417.0;0.0;0.0;0.0;0.0;0.0;0.0;2262.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3981.0;0.0;0.0;0.0;a>b>c>d>e;40.6;0.0;0.0;40.6;0.0;0.0;0.0;174463.0;122936.0;51527.0;821.0;47.0;45.0;64.0
Benavente;8543.0;0.0;310.0;0.0;0.0;0.0;0.0;0.0;0.0;4818.0;0.0;0.0;0.0;1620.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1795.0;0.0;0.0;0.0;b>a>c>d>e;52.4;0.0;0.0;52.4;0.0;0.0;0.0;319672.0;223835.0;95837.0;1488.0;64.0;124.0;116.0
Cartaxo;10629.0;313.0;118.0;0.0;0.0;0.0;2821.0;0.0;0.0;1032.0;0.0;0.0;0.0;2212.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4133.0;0.0;0.0;0.0;a>b>c>d>e;41.7;0.0;0.0;8.5;0.0;0.0;33.2;269874.0;178506.0;91367.0;896.0;44.0;25.0;66.0
Chamusca;5076.0;184.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1721.0;0.0;0.0;0.0;0.0;1376.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1795.0;0.0;0.0;0.0;a>b>c>d>e;150.3;0.0;0.0;54.3;0.0;0.0;96.0;70285.0;46500.0;23784.0;456.0;25.0;10.0;17.0
Coruche;9539.0;149.0;287.0;0.0;0.0;0.0;0.0;0.0;0.0;2572.0;0.0;0.0;0.0;1171.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5360.0;0.0;0.0;0.0;b>a>c>d>e;79.5;0.0;0.0;41.8;0.0;0.0;37.7;158146.0;89828.0;68318.0;643.0;26.0;29.0;48.0
Goleg•À_;3234.0;0.0;0.0;0.0;0.0;0.0;1168.0;0.0;0.0;252.0;0.0;0.0;0.0;0.0;510.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1304.0;0.0;0.0;0.0;a>b>c>d>e;61.0;0.0;0.0;37.8;12.7;0.0;10.2;45709.0;30383.0;15326.0;174.0;5.0;7.0;0.0
Rio Maior;9878.0;249.0;0.0;0.0;0.0;0.0;741.0;0.0;0.0;1616.0;0.0;0.0;0.0;0.0;5190.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2082.0;0.0;0.0;0.0;a>b>c>d>e;35.0;0.0;0.0;26.2;0.0;0.0;8.7;246103.0;166785.0;79318.0;777.0;40.0;51.0;72.0
Salvaterra de Magos;8006.0;2329.0;0.0;0.0;0.0;0.0;928.0;0.0;0.0;978.0;0.0;0.0;0.0;0.0;943.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2828.0;0.0;0.0;0.0;a>b>c>d>e;34.7;0.0;0.0;29.2;0.0;0.0;5.5;151990.0;88215.0;63775.0;822.0;40.0;23.0;59.0
Santar•À_m;25630.0;797.0;717.0;0.0;0.0;0.0;1086.0;0.0;0.0;2872.0;0.0;0.0;0.0;11196.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8962.0;0.0;0.0;0.0;a>b>c>d>e;49.5;0.0;0.0;34.7;0.0;0.0;13.9;1019753.0;501588.0;518165.0;2042.0;135.0;132.0;155.0
Alter do Ch•À_o;2023.0;0.0;108.0;0.0;0.0;0.0;0.0;0.0;0.0;291.0;0.0;0.0;0.0;861.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;763.0;0.0;0.0;0.0;b>a>c>d>e;126.4;25.6;0.0;58.9;0.0;0.0;42.2;0.0;0.0;0.0;94.0;13.0;0.0;0.0
Arronches;2166.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;74.0;0.0;0.0;0.0;1154.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;938.0;0.0;0.0;0.0;a>b>c>d>e;81.9;0.0;0.0;40.8;0.0;0.0;41.1;0.0;0.0;0.0;30.0;4.0;0.0;0.0
Avis;2635.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1418.0;0.0;0.0;0.0;373.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;844.0;0.0;0.0;0.0;a>b>c>d>e;23.7;0.0;0.0;23.7;0.0;0.0;0.0;42677.0;28801.0;13875.0;227.0;11.0;6.0;6.0
Campo Maior;5287.0;39.0;0.0;0.0;0.0;0.0;0.0;1430.0;0.0;320.0;0.0;0.0;0.0;89.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3409.0;0.0;0.0;0.0;a>b>c>d>e;58.4;0.0;0.0;58.4;0.0;0.0;0.0;76782.0;53958.0;22824.0;299.0;17.0;7.0;28.0
Castelo de Vide;2107.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;97.0;0.0;0.0;0.0;1305.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;705.0;0.0;0.0;0.0;a>b>c>d>e;86.2;0.0;0.0;63.6;0.0;0.0;22.6;27076.0;16352.0;10724.0;49.0;4.0;0.0;3.0
Crato;2440.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;947.0;0.0;0.0;0.0;432.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1061.0;0.0;0.0;0.0;a>b>c>d>e;70.6;0.0;0.0;43.0;0.0;0.0;27.3;28111.0;15435.0;12677.0;99.0;7.0;0.0;0.0
Elvas;9106.0;176.0;1124.0;0.0;0.0;0.0;0.0;0.0;0.0;461.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;686.0;0.0;0.0;0.0;0.0;0.0;6659.0;0.0;0.0;0.0;b>a>c>d>e;41.8;0.0;0.0;37.4;0.0;0.0;4.4;283992.0;160223.0;123769.0;911.0;53.0;35.0;14.0
Fronteira;2072.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;144.0;0.0;0.0;0.0;1449.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;466.0;0.0;0.0;0.0;b>a>c>d>e;33.8;0.0;0.0;33.8;0.0;0.0;0.0;48368.0;21072.0;27296.0;49.0;6.0;0.0;3.0
Gavi•À_o;2502.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;310.0;0.0;0.0;0.0;858.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1334.0;0.0;0.0;0.0;a>b>c>d>e;162.5;0.0;0.0;43.8;0.0;0.0;119.0;34279.0;23093.0;11186.0;123.0;8.0;0.0;0.0
Marv•À_o;2130.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;60.0;0.0;0.0;0.0;1375.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;671.0;0.0;0.0;0.0;b>a>c>d>e;40.0;0.0;0.0;40.0;0.0;0.0;0.0;13267.0;9132.0;4134.0;72.0;4.0;3.0;0.0
Monforte;1952.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;952.0;0.0;0.0;0.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;819.0;0.0;0.0;0.0;a>b>c>d>e;98.5;0.0;0.0;60.3;0.0;0.0;21.2;36421.0;22991.0;13431.0;51.0;5.0;0.0;0.0
Nisa;4283.0;0.0;0.0;0.0;0.0;0.0;148.0;0.0;0.0;1434.0;0.0;0.0;0.0;0.0;1146.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1555.0;0.0;0.0;0.0;a>b>c>d>e;99.0;0.0;0.0;77.7;0.0;0.0;19.2;43152.0;28413.0;14739.0;161.0;14.0;0.0;3.0
Ponte de Sor;8524.0;332.0;330.0;0.0;0.0;0.0;0.0;0.0;0.0;1886.0;0.0;0.0;0.0;794.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5182.0;0.0;0.0;0.0;a>b>c>d>e;49.0;0.0;0.0;47.0;0.0;0.0;2.0;168685.0;85509.0;83177.0;502.0;31.0;12.0;26.0
Portalegre;12381.0;111.0;0.0;0.0;0.0;0.0;5514.0;0.0;0.0;2275.0;0.0;0.0;0.0;0.0;1377.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3104.0;0.0;0.0;0.0;a>b>c>d>e;31.5;0.0;0.0;31.5;0.0;0.0;0.0;286502.0;190256.0;96246.0;521.0;66.0;20.0;19.0
Sousel;2920.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;637.0;0.0;0.0;0.0;1425.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;858.0;0.0;0.0;0.0;a>b>c>d>e;32.0;0.0;0.0;32.0;0.0;0.0;0.0;41390.0;15014.0;26376.0;56.0;0.0;3.0;4.0
